result,starplayer_difference,rpi_rating_difference,Log5,adjoe_difference,adjde_difference,EFG-OEEG,TPP-DTPP_difference,SRS_difference,SOS_difference,adjwin_difference,Hostwin_difference,coach_influence_difference,previous_performance_dif,team1_Pts,team1_Opp,team1_MOV,team1_SOS,team1_OSRS,team1_DSRS,team1_SRS,team2_W,team2_L,team2_Pts,team2_Opp,team2_MOV,team2_SOS,team2__OSRS,team2_DSRS,team2_SRS,team1_starplayer_1,team2_starplayer_2,starplayer_difference,Numot,team1_rankdifference,rank_change_difference,dif_distance,exp_win2,Log5,team2_coachrank_difference,team1_seed,team2_seed,seed_difference,team1_adjde,team1_adjoe,team1_adjtempo,team1_ap_final,team1_ap_preseason,team1_arate,team1_blockpct,team1_coaches_before_final,team1_coaches_preseason,team1_de,team1_f3grate,team1_fg2pct,team1_fg3pct,team1_EFP,team1_ftpct,team1_oe,team1_opparate,team1_oppblockpct,team1_oppf3grate,team1_oppfg2pct,team1_oppfg3pct,team1_OEFP,team1_EFP-OEFG,team1_oppftpct,team1_oppstlrate,team1_pt_career_overall_losses,team1_pt_career_school_losses,team1_pt_career_school_wins,team1_pt_coach_season_losses,team1_pt_coach_season_wins,team1_pt_overall_ff,team1_pt_overall_ncaa,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_school_ncaa,team1_pt_school_s16,team1_pt_team_season_losses,team1_pt_team_season_wins,team1_rpi_rating,team1_seed.1,team1_stlrate,team1_TPP-DTPP,team1_tempo,team2_adjde,team2_adjoe,team2_adjtempo,team2_ap_final,team2_ap_preseason,team2_ap_rank_difference,team2_arate,team2_blockpct,team2_coaches_before_final,team2_coaches_preseason,team2_coaches_difference,team2_rank_difference,team2_de,team2_f3grate,team2_fg2pct,team2_fg3pct,team2_EFG,team2_ftpct,team2_oe,team2_opparate,team2_oppblockpct,team2_oppf3grate,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_OEFG,team2_EFG-OEFG,team2_oppstlrate,team2_TPP-OTPP,team2_pt_career_overall_losses,team2_pt_career_school_losses,team2_pt_career_school_wins,team2_pt_coach_season_losses,team2_pt_coach_season_wins,team2_pt_overall_ff,team2_pt_overall_ncaa,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_school_ncaa,team2_pt_school_s16,team2_pt_team_season_losses,team2_pt_team_season_wins,team2_rpi_rating,team2_score,team2_seed,team2_stlrate,team2_tempo
0,0,-0.008943907,0.625171907,3.1725,0.7672,0.4580095,0.0172,2.94,0.24,0.201801802,-0.277777778,0.329265911,0,77.3,66.6,10.7,6.08,11.76,5.02,16.78,26,11,71.2,63.2,8,5.84,4.65,9.19,13.84,0,0,0,0,24.5,24,316.6904854,0.919122179,0.625171907,0,2,7,5,91.5153,113.0877,70.1014,8,32,50.6083,11.2821,7,32,93.5042,31.6535,51.6984,35.4204,52.15174143,66.3877,108.762,48.1431,8.285,33.8609,43.8462,35.7262,47.14530135,5.006440079,64.3836,0.102,63,63,125,3,25,0,2,0,0,2,0,3,25,0.62,2,0.1316,-0.0296,69.6884,92.2825,109.9152,65.5867,32,32,0,54.4053,6.3096,32,32,0,0,94.5428,36.7347,47.9263,37.5661,51.02040868,68.8546,107.061,51.6471,9.9078,33.674,46.9552,30.3468,68.9711,46.4719781,4.548430579,0.0914,-0.0124,30,22,99,10,23,0,3,0,0,2,0,10,23,0.583,89,7,0.1038,65.5357
0,0,-0.045943907,0.035398113,-16.4189,-7.7114,-5.653784691,-0.0208,-21.62,-11.74,-0.278787879,0.1,-24.94805661,-1,68.3,67.5,0.82,-5.66,-4.53,-0.31,-4.84,26,4,77.3,66.6,10.7,6.08,11.76,5.02,16.78,0,0,0,0,0,-24,-565.9087464,0.949885858,0.035398113,25,15,2,-13,99.2267,96.6688,67.6194,32,32,60.3723,7.1611,32,32,97.6355,37.4584,45.7853,34.963,48.27972977,74.026,100.3472,57.0342,9.4942,37.0708,46.2916,35.6006,48.92707438,-0.647344612,69.7917,0.1017,93,93,95,11,21,0,1,0,0,1,0,11,21,0.571,15,0.1105,-0.0088,68.2146,91.5153,113.0877,70.1014,8,32,24,50.6083,11.2821,7,32,25,24.5,93.5042,31.6535,51.6984,35.4204,52.15174143,66.3877,108.762,48.1431,8.285,33.8609,43.8462,35.7262,64.3836,47.14530135,5.006440079,0.102,-0.0296,63,63,125,3,25,0,2,0,0,2,0,3,25,0.62,85,2,0.1316,69.6884
1,0,0.047056093,0.844501296,10.2988,2.9172,1.942582679,-0.0504,12.21,10.19,-0.04916574,-0.3,12.08692743,1,72.9,65.1,7.84,10.61,7.39,11.06,18.45,20,9,77,69,8.07,0.42,6.46,-0.22,6.24,0,0,0,0,11,9,338.955758,0.79566653,0.844501296,0,3,14,11,94.678,117.9212,64.5789,15,24,59.7368,6.0105,19,32,97.632,44.609,53.4759,34.5286,52.72513053,79.9003,109.5803,53.417,8.6631,32.391,47.4739,31.2727,47.29093944,5.434191094,71.5278,0.1041,133,107,210,9,20,0,3,0,0,2,0,9,20,0.608,3,0.1012,0.0029,66.6616,97.5952,107.6224,70.7352,32,32,0,60.5809,5.4769,32,32,0,0,99.0578,37.9048,51.5337,36.6834,52.85710819,68.6456,108.1981,49.1354,7.362,32.8046,49.6695,32.4952,65.9836,49.36549977,3.491608415,0.0787,-0.0475,80,80,132,8,20,0,1,0,0,1,0,8,20,0.527,52,14,0.1262,70.5481
0,0,-0.021943907,0.68238278,7.5769,-1.0726,1.086600937,-0.0231,2.75,3.03,-0.017399804,-0.166666667,2.658763621,2,72.9,65.1,7.84,10.61,7.39,11.06,18.45,23,10,73.2,65,8.12,7.58,7.33,8.37,15.7,0,0,0,0,11,9,-359.299414,0.907777227,0.68238278,0,3,6,3,94.678,117.9212,64.5789,15,24,59.7368,6.0105,19,32,97.632,44.609,53.4759,34.5286,52.72513053,79.9003,109.5803,53.417,8.6631,32.391,47.4739,31.2727,47.29093944,5.434191094,71.5278,0.1041,133,107,210,9,20,0,3,0,0,2,0,9,20,0.608,3,0.1012,0.0029,66.6616,93.6054,110.3443,67.1346,32,32,0,64.8038,9.894,32,32,0,0,95.5961,38.2274,49.9568,36.7318,51.92203241,71.0606,108.5575,54.094,9.3345,37.5965,44.9647,34.6041,71.5503,47.57444225,4.347590157,0.0917,-0.0202,131,68,206,9,21,0,2,0,0,0,0,9,21,0.596,75,6,0.1119,67.7695
0,0,-0.034943907,0.340286565,-3.0395,-1.8491,-5.212044049,-0.0219,-5.75,-5.39,-0.034055728,0.055555555,-17.54687757,-1,75.9,66.4,9.47,5.82,9.33,5.58,14.91,28,10,76.6,67.2,9.45,11.21,11.6,9.06,20.66,0,0,0,0,0,-18,-1798.54689,0.952626971,0.340286565,12,10,3,-7,92.4162,109.3536,70.0386,32,32,52.5714,10.8538,32,32,94.7882,25.1287,48.762,34.0164,49.33056197,72.375,108.3764,52.9634,6.3274,27.5681,45.8755,30.2281,45.72846554,3.602096428,70.5329,0.0866,73,73,77,8,23,0,0,0,0,0,0,8,23,0.574056093,10,0.0905,-0.0039,69.4157,90.5671,112.3931,71.1581,14,32,18,56.2682,11.505,20,32,12,15,92.1012,32.9417,51.3477,36.6255,52.53048821,69.1854,106.9236,54.104,8.3558,32.8995,43.2776,29.7408,66.4466,43.71634773,8.814140477,0.0972,-0.0258,80,53,137,9,23,0,2,0,0,1,0,9,23,0.609,72,3,0.123,72.6362
1,0,-0.037943907,0.27886318,-9.4272,1.3348,-8.444359892,0.002,-4.03,2.5,-0.20740038,0.333333333,-44.93733337,-12,75.9,66.4,9.47,5.82,9.33,5.58,14.91,28,3,81.8,66.2,15.61,3.32,13.83,5.1,18.94,0,0,0,0,0,-7,-549.0735244,0.96405854,0.27886318,7,10,2,-8,92.4162,109.3536,70.0386,32,32,52.5714,10.8538,32,32,94.7882,25.1287,48.762,34.0164,49.33056197,72.375,108.3764,52.9634,6.3274,27.5681,45.8755,30.2281,45.72846554,3.602096428,70.5329,0.0866,73,73,77,8,23,0,0,0,0,0,0,8,23,0.574056093,10,0.0905,-0.0039,69.4157,93.751,118.7808,68.2624,3,10,7,61.9577,9.3927,5,12,7,7,94.984,27.8345,55.3024,39.7149,56.49091923,75,119.0066,56.4138,5.4988,34.6561,40.081,35.1145,69.403,44.44446291,12.04645632,0.0872,-0.0019,31,31,132,2,27,0,4,2,0,4,2,2,27,0.612,72,2,0.0891,68.7462
1,0,0.002056093,0.72343617,5.7384,1.7052,-9.371695659,-0.0402,10.28,11.96,-0.144137931,0.416666667,109.7677012,0,82.1,74.8,7.37,12.04,18.51,0.89,19.4,22,7,59.9,50.9,9.03,0.08,-9.42,18.54,9.12,0,0,0,0,-7.5,-9,-2228.487032,0.864642038,0.72343617,0,6,11,5,93.9163,115.0068,72.66,18,9,61.3455,10.4621,16,10,99.0648,28.9749,50.2209,35.1986,50.96758317,68.7583,108.9502,56.3204,9.1311,36.2069,49.6949,35.1767,50.80650614,0.161077033,69.6817,0.1095,111,10,436,10,18,4,14,9,0,0,0,10,18,0.603,6,0.1272,-0.0177,74.3969,95.6215,109.2684,53.5435,32,32,0,65.9829,8.1206,32,32,0,0,93.4319,53.2072,59.754,37.8671,58.18260516,71.2389,111.1513,46.2264,8.7873,27.2574,50.6961,28.7926,71.875,48.64983247,9.532772692,0.0859,-0.0579,62,62,51,6,22,0,0,0,0,0,0,6,22,0.572,52,11,0.1438,53.996
0,0,-0.041943907,0.611533466,4.57,-0.7393,-4.757271071,0.0057,0.88,3.64,-0.123030303,0.25,26.68936548,-29,82.1,74.8,7.37,12.04,18.51,0.89,19.4,25,8,76.6,66.5,10.12,8.4,10.46,8.06,18.52,0,0,0,0,-7.5,-9,-1069.033315,0.913899137,0.611533466,1,6,3,-3,93.9163,115.0068,72.66,18,9,61.3455,10.4621,16,10,99.0648,28.9749,50.2209,35.1986,50.96758317,68.7583,108.9502,56.3204,9.1311,36.2069,49.6949,35.1767,50.80650614,0.161077033,69.6817,0.1095,111,10,436,10,18,4,14,9,0,0,0,10,18,0.603,6,0.1272,-0.0177,74.3969,93.177,110.4368,66.9475,12,12,0,49.4469,10.1379,10,11,1,0.5,96.6107,29.8143,47.1448,37.2131,49.7311458,68.0441,111.1639,50.1351,7.7994,34.0642,44.12,30.7692,71.9834,44.8127977,4.918348104,0.085,-0.012,191,57,341,7,23,1,11,3,1,5,2,7,23,0.616,78,3,0.097,68.3376
0,0,-0.034943907,0.122769069,-7.3651,-6.9266,-4.795834454,-0.0449,-13.79,-8.01,-0.084719864,-0.027777778,-19.48511532,-1,69.3,65,4.26,3.2,2.88,3.99,6.87,28,10,76.6,67.2,9.45,11.21,11.6,9.06,20.66,0,0,0,0,0,-18,704.1174,0.952626971,0.122769069,12,14,3,-11,97.4937,105.028,66.5345,32,32,56.1605,4.7154,32,32,98.1057,38.4809,49.2857,35.0734,50.56495904,73.1942,104.0239,42.5562,7.551,27.3908,45.4472,32.9741,46.54665302,4.018306023,69.5971,0.0965,41,41,46,9,21,0,0,0,0,0,0,9,21,0.565,14,0.0774,0.0191,65.5669,90.5671,112.3931,71.1581,14,32,18,56.2682,11.505,20,32,12,15,92.1012,32.9417,51.3477,36.6255,52.53048821,69.1854,106.9236,54.104,8.3558,32.8995,43.2776,29.7408,66.4466,43.71634773,8.814140477,0.0972,-0.0258,80,53,137,9,23,0,2,0,0,1,0,9,23,0.609,65,3,0.123,72.6362
0,0,-0.034943907,0.502410031,3.3099,-2.6025,0.543239977,-0.0034,0.19,-3.98,0.129473684,0.04040404,157.2197016,42,77.1,62.5,14.57,7.23,10.54,10.3,20.85,28,10,76.6,67.2,9.45,11.21,11.6,9.06,20.66,0,0,0,0,19.5,3,662.0706426,0.952626971,0.502410031,12,2,3,1,93.1696,115.703,67.0961,4,25,55.3552,9.17,6,24,93.2989,22.8385,55.5321,36.9048,55.49215546,69.2946,114.5271,54.8,7.1882,30.1491,45.7708,31.3187,46.13477501,9.357380454,65.7277,0.0908,292,127,753,3,27,2,24,11,1,11,4,3,27,0.623,2,0.1132,-0.0224,67.6777,90.5671,112.3931,71.1581,14,32,18,56.2682,11.505,20,32,12,15,92.1012,32.9417,51.3477,36.6255,52.53048821,69.1854,106.9236,54.104,8.3558,32.8995,43.2776,29.7408,66.4466,43.71634773,8.814140477,0.0972,-0.0258,80,53,137,9,23,0,2,0,0,1,0,9,23,0.609,67,3,0.123,72.6362
1,0,-0.039943907,0.365678349,1.761,-4.9827,1.071414501,0.008,2.65,0.74,0.045555556,0.103896104,155.1300227,43,77.1,62.5,14.57,7.23,10.54,10.3,20.85,31,5,67.9,56.4,11.53,6.49,2.4,15.8,18.2,0,0,0,0,19.5,8,1540.422069,0.972390903,0.365678349,19,2,3,1,93.1696,115.703,67.0961,4,25,55.3552,9.17,6,24,93.2989,22.8385,55.5321,36.9048,55.49215546,69.2946,114.5271,54.8,7.1882,30.1491,45.7708,31.3187,46.13477501,9.357380454,65.7277,0.0908,292,127,753,3,27,2,24,11,1,11,4,3,27,0.623,2,0.1132,-0.0224,67.6777,88.1869,113.942,61.0842,9,22,13,58.2264,12.3277,3,22,19,16,90.8103,24.9311,52.6084,31.1947,51.15831997,65.8571,111.789,52.7855,6.9802,30.5319,41.5008,30.662,64.0909,42.87235401,8.285965953,0.0825,-0.0144,4,4,29,4,29,0,0,0,0,0,0,4,29,0.614,51,3,0.0969,60.5195
0,0,0.005385584,0.246489612,-3.1744,-4.8849,-0.307374773,-0.0194,-11.34,-8.49,0.06060606,-0.095238096,-34.78454042,1,68.8,63.5,5.3,0.95,1.26,4.51,5.76,24,9,75.8,67.2,8.64,9.44,11.12,5.98,17.1,0,0,0,0,0,10,-2378.506583,0.900548517,0.246489612,-13,12,4,-8,98.3118,106.3002,65.7515,32,32,62.5841,8,32,32,98.2176,33.5431,52.4621,35.4597,52.70610928,73.5744,106.2727,52.3681,6.5341,33.0235,44.3265,32.4503,45.7626755,6.943433778,71.8929,0.1057,208,208,258,7,24,0,1,0,0,1,0,7,24,0.574056093,12,0.0903,0.0154,64.538,93.4269,109.4746,70.5014,16,6,-10,64.1947,12.0155,18,5,-13,-11.5,96.9254,29.0584,52.0214,33.7058,51.59636278,70.7819,106.1732,53.2,9.3822,32.4607,43.1008,31.2903,70.7602,44.34555423,7.250808551,0.0959,-0.004,113,8,228,8,21,0,5,3,0,0,0,8,21,0.573629845,78,4,0.0999,70.1707
1,0,0.055056093,0.224834743,-3.4907,-5.4223,2.229620875,-0.0273,-9.11,-7.26,0.070428422,0.238095238,-6.646589763,0,68.8,63.5,5.3,0.95,1.26,4.51,5.76,20,9,71,64.4,6.66,8.21,6.6,8.27,14.87,0,0,0,0,0,-11,-462.819537,0.910814579,0.224834743,19,12,5,-7,98.3118,106.3002,65.7515,32,32,62.5841,8,32,32,98.2176,33.5431,52.4621,35.4597,52.70610928,73.5744,106.2727,52.3681,6.5341,33.0235,44.3265,32.4503,45.7626755,6.943433778,71.8929,0.1057,208,208,258,7,24,0,1,0,0,1,0,7,24,0.574056093,12,0.0903,0.0154,64.538,92.8895,109.7909,67.1503,21,32,11,63.4589,12.7793,13,32,19,15,96.5841,39.5101,50.7788,36.248,52.19847691,71.9711,107.022,55.1524,8.0997,31.3497,46.3807,33.2681,66.4583,47.48466401,4.713812903,0.1249,-0.0119,103,81,171,8,20,0,2,0,0,1,0,8,20,0.519,58,5,0.1368,66.3504
1,0,0.018,0.937068609,11.3067,8.2845,2.233481988,0.0008,16.34,12.36,-0.005555556,0.214285714,1.63479798,-2,67.9,56.4,11.53,6.49,2.4,15.8,18.2,25,6,70.4,61.8,8.55,-5.87,-4.65,6.52,1.86,0,0,0,0,16,13,379.494248,0.702848903,0.937068609,0,3,14,11,88.1869,113.942,61.0842,9,22,58.2264,12.3277,3,22,90.8103,24.9311,52.6084,31.1947,51.15831997,65.8571,111.789,52.7855,6.9802,30.5319,41.5008,30.662,42.87235401,8.285965953,64.0909,0.0825,4,4,29,4,29,0,0,0,0,0,0,4,29,0.614,3,0.0969,-0.0144,60.5195,96.4714,102.6353,64.5453,32,32,0,65.4762,13.712,32,32,0,0,94.2866,37.8297,51.5911,35.0238,51.94843935,72.211,106.3861,54.3036,7.0395,36.0276,44.2703,32.5217,67.8201,45.89595538,6.052483965,0.1185,-0.0136,153,153,171,5,25,0,2,0,0,2,0,5,25,0.596,44,14,0.1321,66.0169
1,-1,0.004,0.644173191,1.8183,2.3784,4.572292183,-0.014,-0.76,-1,0.075694444,-0.119047619,-4.580994135,-6,67.9,56.4,11.53,6.49,2.4,15.8,18.2,25,7,68.4,57,11.47,7.49,4.02,14.94,18.96,0,1,-1,0,16,8,-774.857235,0.951111499,0.644173191,-1,3,6,3,88.1869,113.942,61.0842,9,22,58.2264,12.3277,3,22,90.8103,24.9311,52.6084,31.1947,51.15831997,65.8571,111.789,52.7855,6.9802,30.5319,41.5008,30.662,42.87235401,8.285965953,64.0909,0.0825,4,4,29,4,29,0,0,0,0,0,0,4,29,0.614,3,0.0969,-0.0144,60.5195,90.5653,112.1237,61.9817,10,15,5,56.366,7.7519,15,14,-1,2,92.2785,33.4321,50.2226,33.6879,50.32598877,71.9298,111.5488,47.69,8.0142,27.1644,45.3919,33.2564,69.917,46.612315,3.71367377,0.0833,-0.0284,54,27,97,6,24,0,2,1,0,2,1,6,24,0.61,55,6,0.1117,61.0506
0,0,-0.111,0.420406493,-4.7851,1.9795,-1.062287913,0.0366,-3.59,-7.56,0.256363636,-0.291666667,-3.718037958,-2,71,63,8.07,2.64,3.22,7.48,10.7,20,13,72.1,68,4.09,10.2,8.58,5.71,14.29,0,0,0,0,7.5,0,267.674214,0.883573415,0.420406493,0,9,8,-1,94.4278,106.7555,67.39,32,32,53.8755,8.4104,17,32,94.0876,30.8732,49.0628,33.7591,49.54931532,68.8889,106.7103,55.6732,5.4605,30.2386,47.3198,31.7697,47.42102371,2.128291609,69.4352,0.0921,4,4,25,4,25,0,0,0,0,0,0,4,25,0.479,9,0.1511,-0.059,66.8013,96.4073,111.5406,66.2969,32,32,0,47.2681,9.1623,32,32,0,0,100.6911,33.9429,48.7024,37.7104,51.37139811,70.5056,107.3241,49.4695,9.2561,36.8247,44.8517,35.9281,69.8361,48.18081859,3.190579522,0.072,-0.0224,98,74,184,12,17,0,4,0,0,2,0,12,17,0.59,65,8,0.0944,65.976
1,1,0.061,0.97620492,18.133,9.0212,11.26735119,0.0318,23.15,9.19,0.471590909,0.55,46.75278988,7,77.4,62.3,15.06,4.97,11.01,9.03,20.03,18,15,69.2,67.4,1.82,-4.22,-2.83,-0.29,-3.12,1,0,1,0,14,12,-146.714657,0.423574022,0.97620492,0,1,16,15,89.9756,114.9595,68.6855,5,17,60.2771,8.7094,2,18,90.5368,42.5357,52.8176,40.3871,56.11966766,70.1954,114.627,53.6212,7.2588,29.0848,45.3682,27.9923,44.38520647,11.73446119,69.4118,0.0969,98,98,176,1,27,0,3,1,0,3,1,1,27,0.632,1,0.1342,-0.0373,67.8625,98.9968,96.8265,68.8899,32,32,0,56.4644,8.1294,32,32,0,0,96.3282,34.7753,49.1817,30.21,47.83704347,68.0743,99.0526,53.4731,9.3885,29.099,47.0403,32.1154,63.3871,47.36993347,0.467110003,0.1188,-0.0055,46,46,43,14,18,0,0,0,0,0,0,14,18,0.571,63,16,0.1243,69.1308
0,1,0.009,0.597549376,-0.7435,3.194,2.377080736,0.0149,-0.82,-2.26,0.1225,-0.018181818,-139.3840549,-36,77.4,62.3,15.06,4.97,11.01,9.03,20.03,31,4,77.1,62.5,14.57,7.23,10.54,10.3,20.85,1,0,1,0,14,-9,-1937.917567,0.953060128,0.597549376,18,1,2,1,89.9756,114.9595,68.6855,5,17,60.2771,8.7094,2,18,90.5368,42.5357,52.8176,40.3871,56.11966766,70.1954,114.627,53.6212,7.2588,29.0848,45.3682,27.9923,44.38520647,11.73446119,69.4118,0.0969,98,98,176,1,27,0,3,1,0,3,1,1,27,0.632,1,0.1342,-0.0373,67.8625,93.1696,115.703,67.0961,4,25,21,55.3552,9.17,6,24,18,19.5,93.2989,22.8385,55.5321,36.9048,55.49215546,69.2946,114.5271,54.8,7.1882,30.1491,45.7708,31.3187,65.7277,46.13477501,9.357380454,0.0908,-0.0224,292,127,753,3,27,2,24,11,1,11,4,3,27,0.623,64,2,0.1132,67.6777
1,0,0.044,0.820116168,7.2782,4.0231,10.6914588,0.01,5.32,-3.24,0.350735294,0.228571429,-148.2529312,6,77.4,62.3,15.06,4.97,11.01,9.03,20.03,23,11,73.2,66.7,6.5,8.21,7.49,7.22,14.71,1,1,0,0,14,12,-1497.901638,0.868634658,0.820116168,7,1,8,7,89.9756,114.9595,68.6855,5,17,60.2771,8.7094,2,18,90.5368,42.5357,52.8176,40.3871,56.11966766,70.1954,114.627,53.6212,7.2588,29.0848,45.3682,27.9923,44.38520647,11.73446119,69.4118,0.0969,98,98,176,1,27,0,3,1,0,3,1,1,27,0.632,1,0.1342,-0.0373,67.8625,93.9987,107.6813,69.0417,32,32,0,54.7722,8.7838,25,32,7,3.5,96.2627,18.7185,49.4724,33.6927,49.67206088,74.111,105.8933,49.7602,6.766,31.0916,46.6967,35.2745,66.6096,48.62905849,1.043002394,0.0911,-0.0273,324,32,828,10,22,5,25,14,0,1,0,10,22,0.588,65,8,0.1184,69.149
1,0,0.138,0.973422844,11.418,14.4227,8.855521969,0.0166,24.68,10.45,0.360984848,0.657142857,94.38520327,38,73.6,60.5,13.13,4.34,4.91,12.56,17.46,19,14,72.7,71.7,1,-6.11,-1.03,-6.19,-7.22,0,0,0,0,17,18,-1390.777334,0.30805379,0.973422844,0,1,16,15,89.7042,109.6559,65.9873,1,19,60.424,12.0586,1,17,90.5053,26.1999,52.0275,36.4224,52.71029559,75.2308,110.4171,46.9449,5.5853,33.467,41.2575,32.8767,43.95412026,8.756175335,69.5502,0.0902,244,167,545,1,29,1,11,3,1,11,3,1,29,0.622,1,0.0944,-0.0042,67.0262,104.1269,98.2379,70.6564,32,32,0,51.0791,7.1115,32,32,0,0,100.7546,34.1033,45.7565,35.4724,48.29791202,69.9422,99.6418,51.752,7.5646,34.8025,46.971,34.0461,71.7504,48.39725865,-0.099346634,0.1083,0.0124,121,121,134,13,19,0,1,0,0,1,0,13,19,0.484,45,16,0.0959,70.739
1,0,0.02,0.399477046,0.8487,-3.4328,3.645941478,0.005,-3.9,-4.07,0.102822581,0.2,65.16479054,48,73.1,67.6,5.45,7.61,7.99,5.07,13.06,20,12,77.4,72.1,5.28,11.68,12.12,4.85,16.96,0,0,0,0,-19,-26,-448.1494743,0.923997099,0.399477046,-7,5,4,-1,94.2421,109.5354,67.3171,20,7,55.1766,16.8216,32,7,98.6128,23.4631,50.479,32.6923,50.14100231,64.0986,107.3484,60.7293,6.4849,33.7255,45.5621,28.9037,44.81792998,5.323072333,66.4537,0.0967,233,233,674,7,21,3,22,12,3,22,12,7,21,0.604,5,0.1134,-0.0167,67.4348,90.8093,108.6867,72.8438,19,32,13,50.7295,16.7055,32,25,-7,3,96.0091,24.2454,47.42,33.6735,48.16924347,63.0952,103.7295,52.8424,9.2097,32.6178,42.4242,36.5971,71.9892,46.49211262,1.677130855,0.1035,-0.0117,292,164,521,11,19,2,13,9,2,10,7,11,19,0.584,70,4,0.1152,73.5764
1,0,0.015,0.83389809,5.5849,6.1767,-2.533881898,0.0039,16.98,11.72,-0.011255411,0.5,74.04162647,28,76.6,66.5,10.12,8.4,10.46,8.06,18.52,20,8,62.9,56.8,6.04,-3.32,-8.15,9.69,1.54,0,0,0,0,0.5,0,1329.606469,0.678893426,0.83389809,0,3,14,11,93.177,110.4368,66.9475,12,12,49.4469,10.1379,10,11,96.6107,29.8143,47.1448,37.2131,49.7311458,68.0441,111.1639,50.1351,7.7994,34.0642,44.12,30.7692,44.8127977,4.918348104,71.9834,0.085,191,57,341,7,23,1,11,3,1,5,2,7,23,0.616,3,0.097,-0.012,68.3376,99.3537,104.8519,58.3497,32,32,0,58.7646,9.8039,32,32,0,0,96.4206,38.212,55.9539,33.5404,53.7974822,71.0407,105.823,54.1667,6.5301,32.5816,45.2134,32.4582,71.1968,46.3452522,7.452230002,0.1036,-0.0081,41,41,68,7,20,0,1,0,0,1,0,7,20,0.601,49,14,0.1117,58.1339
0,0,0.013329491,0.409037397,-5.6152,2.4145,-5.7310477,0.0649,-5.34,-3.81,-0.047537879,-0.238095238,-42.69547392,0,75.4,69.3,6.13,5.63,9.22,2.54,11.76,24,9,75.8,67.2,8.64,9.44,11.12,5.98,17.1,0,0,0,0,0,10,-207.1099588,0.900548517,0.409037397,-13,9,4,-5,91.0124,103.8594,71.9965,32,32,63.6054,9.4884,32,32,92.5027,32.2984,49.4822,33.0233,49.49923741,66.4134,102.9431,52.3118,7.5444,31.0188,48.2673,31.5596,47.97947655,1.519760851,67.8571,0.089,22,22,41,9,20,0,0,0,0,0,0,9,20,0.582,9,0.1579,-0.0689,72.3181,93.4269,109.4746,70.5014,16,6,-10,64.1947,12.0155,18,5,-13,-11.5,96.9254,29.0584,52.0214,33.7058,51.59636278,70.7819,106.1732,53.2,9.3822,32.4607,43.1008,31.2903,70.7602,44.34555423,7.250808551,0.0959,-0.004,113,8,228,8,21,0,5,3,0,0,0,8,21,0.573629845,100,4,0.0999,70.1707
1,0,-0.052,0.204324002,-7.5683,-2.4658,-5.163395059,0.0598,-7.07,-2.92,-0.1875,-0.471428571,-82.05068634,-42,75.4,69.3,6.13,5.63,9.22,2.54,11.76,27,5,73.9,63.6,10.28,8.55,8.82,10.01,18.83,0,0,0,0,0,-9,-542.8536469,0.960640885,0.204324002,0,9,1,-8,91.0124,103.8594,71.9965,32,32,63.6054,9.4884,32,32,92.5027,32.2984,49.4822,33.0233,49.49923741,66.4134,102.9431,52.3118,7.5444,31.0188,48.2673,31.5596,47.97947655,1.519760851,67.8571,0.089,22,22,41,9,20,0,0,0,0,0,0,9,20,0.582,9,0.1579,-0.0689,72.3181,88.5466,111.4277,68.3708,2,11,9,58.4687,9.6803,9,9,0,4.5,92.2823,31.4348,52.5559,35.5401,52.79299698,69.697,106.7164,50.7102,7.9073,35.5835,44.405,32.7974,71.8644,46.10984107,6.68315591,0.1044,-0.0091,113,51,314,4,26,1,10,8,1,6,5,4,26,0.634,75,1,0.1135,68.0538
0,0,0.026,0.317427856,-0.3215,-4.8583,3.117761621,0.0066,-5.54,-8.13,0.1,0.1,-87.75928156,-70,77.5,67.5,9.94,3.55,9.85,1.57,11.42,20,12,77.4,72.1,5.28,11.68,12.12,4.85,16.96,0,0,0,0,0,-13,-2218.368864,0.923997099,0.317427856,-7,13,4,-9,95.6676,108.3652,69.8777,32,32,62.7426,6.7241,32,32,96.9255,29.1387,51.2069,37.5262,52.68784529,74.9315,109.0586,52.2327,10.7759,33.9408,46.1207,34.2282,47.89295281,4.794892476,68.472,0.0803,31,31,30,7,24,0,0,0,0,0,0,7,24,0.61,13,0.0986,-0.0183,69.2103,90.8093,108.6867,72.8438,19,32,13,50.7295,16.7055,32,25,-7,3,96.0091,24.2454,47.42,33.6735,48.16924347,63.0952,103.7295,52.8424,9.2097,32.6178,42.4242,36.5971,71.9892,46.49211262,1.677130855,0.1035,-0.0117,292,164,521,11,19,2,13,9,2,10,7,11,19,0.584,86,4,0.1152,73.5764
